,Unnamed: 0,ATS SYSTEM CODE,LOCATION_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_ADDRESS_LINE_1,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,NTA,GEOGRAPHICAL_DISTRICT_CODE,LatLong,latitude,longitude,zipcode,zcta,nbhLabel,boroLabel,label
436,436,09X303      ,I.S. X303 Leadership & Community Service,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,1700 MACOMBS ROAD,205,14,21502,BX36,9,"(40.849416, -73.915217)",40.849416,-73.915217,10452,10452,"Highbridge, Mt Eden",Bronx,I.S. X303 Leadership & Community Service Junior High-Intermediate-Middle
437,437,09X311      ,Lucero Elementary School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2013 12:00,Open,1425 WALTON AVENUE,204,16,22300,BX63,9,"(40.8404, -73.915879)",40.8404,-73.915879,10452,10452,"Highbridge, Mt Eden",Bronx,Lucero Elementary School Elementary
438,438,09X313      ,I.S. 313 School of Leadership Development,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,1600 WEBSTER AVENUE,203,16,16700,BX01,9,"(40.840536, -73.904353)",40.840536,-73.904353,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,I.S. 313 School of Leadership Development Junior High-Intermediate-Middle
439,439,09X323      ,Bronx Writing Academy,General Academic,Junior High-Intermediate-Middle,"06,07,08",8/9/2004 12:00,Open,270 EAST 167 STREET,204,16,17500,BX14,9,"(40.832022, -73.91435)",40.832022,-73.91435,10456,10456,Morrisania,Bronx,Bronx Writing Academy Junior High-Intermediate-Middle
440,440,09X324      ,Bronx Early College Academy for Teaching & Learnin,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2006 12:00,Open,250 EAST 164 STREET,204,16,18302,BX14,9,"(40.828009, -73.917705)",40.828009,-73.917705,10456,10456,Morrisania,Bronx,Bronx Early College Academy for Teaching & Learnin Secondary School
441,441,09X325      ,Urban Science Academy,General Academic,Junior High-Intermediate-Middle,"05,06,07,08",8/9/2004 12:00,Open,1000 TELLER AVENUE,204,16,17300,BX14,9,"(40.827438, -73.914067)",40.827438,-73.914067,10456,10456,Morrisania,Bronx,Urban Science Academy Junior High-Intermediate-Middle
442,442,09X327      ,Comprehensive Model School Project M.S. 327,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/1999 12:00,Open,1501 JEROME AVENUE,204,14,20900,BX63,9,"(40.842503, -73.916084)",40.842503,-73.916084,10452,10452,"Highbridge, Mt Eden",Bronx,Comprehensive Model School Project M.S. 327 Secondary School
443,443,09X328      ,New Millennium Business Academy Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",8/9/2004 12:00,Open,1000 TELLER AVENUE,204,16,17300,BX14,9,"(40.827438, -73.914067)",40.827438,-73.914067,10456,10456,Morrisania,Bronx,New Millennium Business Academy Middle School Junior High-Intermediate-Middle
444,444,09X329      ,DreamYard Preparatory School,General Academic,High school,"09,10,11,12",1/7/2006 12:00,Open,240 EAST 172 STREET,204,16,22500,BX14,9,"(40.839307, -73.911366)",40.839307,-73.911366,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,DreamYard Preparatory School High school
445,445,09X339      ,I.S. 339,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,1600 WEBSTER AVENUE,203,16,16700,BX01,9,"(40.840536, -73.904353)",40.840536,-73.904353,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,I.S. 339 Junior High-Intermediate-Middle
446,446,09X350      ,New Directions Secondary School,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2013 12:00,Open,240 EAST 172 STREET,204,16,22500,BX14,9,"(40.839307, -73.911366)",40.839307,-73.911366,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,New Directions Secondary School Secondary School
447,447,09X361      ,The Highbridge Green School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2013 12:00,Open,200 West 167th Street,204,16,19300,BX26,9,"(40.838232, -73.927892)",40.838232,-73.927892,10452,10452,"Highbridge, Mt Eden",Bronx,The Highbridge Green School Junior High-Intermediate-Middle
448,448,09X365      ,Academy for Language and Technology,General Academic,High school,"09,10,11,12",1/7/2007 12:00,Open,1700 MACOMBS ROAD,205,14,21502,BX36,9,"(40.849416, -73.915217)",40.849416,-73.915217,10452,10452,"Highbridge, Mt Eden",Bronx,Academy for Language and Technology High school
449,449,09X403      ,Bronx International High School,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,1110 BOSTON ROAD,203,16,13500,BX35,9,"(40.827455, -73.90392)",40.827455,-73.90392,10456,10456,Morrisania,Bronx,Bronx International High School High school
450,450,09X404      ,School for Excellence,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,1110 BOSTON ROAD,203,16,13500,BX35,9,"(40.827455, -73.90392)",40.827455,-73.90392,10456,10456,Morrisania,Bronx,School for Excellence High school
451,451,09X412      ,Bronx High School of Business,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,240 EAST 172 STREET,204,16,22500,BX14,9,"(40.839307, -73.911366)",40.839307,-73.911366,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,Bronx High School of Business High school
452,452,09X413      ,Bronx High School for Medical Science,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2001 12:00,Open,240 EAST 172 STREET,204,16,22500,BX14,9,"(40.839307, -73.911366)",40.839307,-73.911366,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,Bronx High School for Medical Science Secondary School
453,453,09X443      ,The Family School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2009 12:00,Open,1116 SHERIDAN AVENUE,204,16,18102,BX14,9,"(40.831873, -73.917526)",40.831873,-73.917526,10456,10456,Morrisania,Bronx,The Family School Elementary
454,454,09X449      ,Grant Avenue Elementary School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2009 12:00,Open,250 EAST 164 STREET,204,16,18302,BX14,9,"(40.828009, -73.917705)",40.828009,-73.917705,10456,10456,Morrisania,Bronx,Grant Avenue Elementary School Elementary
455,455,09X454      ,Science and Technology Academy: A Mott Hall School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2009 12:00,Open,250 EAST 164 STREET,204,16,18302,BX14,9,"(40.828009, -73.917705)",40.828009,-73.917705,10456,10456,Morrisania,Bronx,Science and Technology Academy: A Mott Hall School Junior High-Intermediate-Middle
456,456,09X457      ,Sheridan Academy for Young Leaders,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2009 12:00,Open,1116 SHERIDAN AVENUE,204,16,18102,BX14,9,"(40.831873, -73.917526)",40.831873,-73.917526,10456,10456,Morrisania,Bronx,Sheridan Academy for Young Leaders Elementary
457,457,09X505      ,"Bronx School for Law, Government and Justice",General Academic,Secondary School,"07,08,09,10,11,12",4/8/1997 12:00,Open,244 EAST 163 STREET,204,16,18302,BX14,9,"(40.827461, -73.919024)",40.827461,-73.919024,10451,10451,South Bronx,Bronx,"Bronx School for Law, Government and Justice Secondary School"
458,458,09X517      ,Frederick Douglass Academy III Secondary School,General Academic,High school,"09,10,11,12",1/7/2000 12:00,Open,3630 THIRD AVENUE,203,16,14701,BX01,9,"(40.833493, -73.903951)",40.833493,-73.903951,10456,10456,Morrisania,Bronx,Frederick Douglass Academy III Secondary School High school
459,459,09X525      ,Bronx Leadership Academy High School,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,1710 WEBSTER AVENUE,203,15,16500,BX01,9,"(40.84325, -73.902969)",40.84325,-73.902969,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,Bronx Leadership Academy High School High school
460,460,09X543      ,High School for Violin and Dance,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,1110 BOSTON ROAD,203,16,13500,BX35,9,"(40.827455, -73.90392)",40.827455,-73.90392,10456,10456,Morrisania,Bronx,High School for Violin and Dance High school
461,461,09X555      ,Mount Eden Children's Academy,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2012 12:00,Open,1501 JEROME AVENUE,204,14,20900,BX63,9,"(40.842503, -73.916084)",40.842503,-73.916084,10452,10452,"Highbridge, Mt Eden",Bronx,Mount Eden Children's Academy Elementary
462,462,09X564      ,Claremont International HS,General Academic,High school,"09,10,11,12",1/7/2012 12:00,Open,240 EAST 172 STREET,204,16,22500,BX14,9,"(40.839307, -73.911366)",40.839307,-73.911366,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,Claremont International HS High school
463,463,09X568      ,Young Women's Leadership School of the Bronx,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2012 12:00,Open,1865 MORRIS AVENUE,205,14,23301,BX41,9,"(40.848552, -73.909022)",40.848552,-73.909022,10460,10460,"Charlotte Gardens, West Farms, Van Nest",Bronx,Young Women's Leadership School of the Bronx Secondary School
464,464,10X003      ,P.S. 3 Raul Julia Micro Society,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1995 12:00,Open,2100 LAFONTAINE AVENUE,206,15,37504,BX17,10,"(40.850131, -73.89163)",40.850131,-73.89163,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,P.S. 3 Raul Julia Micro Society K-8
465,465,10X007      ,Milton Fein School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2029 12:00,Open,3201 KINGSBRIDGE AVENUE,208,11,28700,BX29,10,"(40.881562, -73.905697)",40.881562,-73.905697,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,Milton Fein School Elementary
466,466,10X008      ,P.S. 008 Isaac Varian,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1958 12:00,Open,3010 BRIGGS AVENUE,207,11,41500,BX05,10,"(40.872259, -73.883339)",40.872259,-73.883339,10458,10458,"Fordham, Belmont",Bronx,P.S. 008 Isaac Varian Elementary
467,467,10X009      ,P.S. 9 Ryer Avenue Elementary School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1938 12:00,Open,230 EAST 183 STREET,205,15,38301,BX40,10,"(40.85644, -73.898821)",40.85644,-73.898821,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,P.S. 9 Ryer Avenue Elementary School Elementary
468,468,10X015      ,P.S. X015 Institute for Environmental Learning,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/1995 12:00,Open,2195 ANDREWS AVENUE,207,14,25500,BX30,10,"(40.859243, -73.909763)",40.859243,-73.909763,10453,10453,"Morris Heights, University Heights",Bronx,P.S. X015 Institute for Environmental Learning K-8
469,469,10X020      ,"P.S./M.S. 20 P.O.George J. Werdann, III",General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1996 12:00,Open,3050 WEBSTER AVENUE,207,11,42500,BX43,10,"(40.869482, -73.878731)",40.869482,-73.878731,10467,10467,"Norwood, Olinville, Allerton",Bronx,"P.S./M.S. 20 P.O.George J. Werdann, III K-8"
470,470,10X023      ,P.S. 023 The New Children's School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1991 12:00,Open,2151 WASHINGTON AVENUE,206,15,39500,BX01,10,"(40.853294, -73.894951)",40.853294,-73.894951,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,P.S. 023 The New Children's School Elementary
471,471,10X024      ,P.S. 024 Spuyten Duyvil,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1953 12:00,Open,660 WEST 236 STREET,208,11,30900,BX22,10,"(40.886922, -73.915114)",40.886922,-73.915114,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,P.S. 024 Spuyten Duyvil Elementary
472,472,10X032      ,P.S. 032 Belmont,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1999 12:00,Open,690 EAST 183 STREET,206,15,39100,BX06,10,"(40.851724, -73.88622)",40.851724,-73.88622,10458,10458,"Fordham, Belmont",Bronx,P.S. 032 Belmont Elementary
473,473,10X033      ,P.S. 033 Timothy Dwight,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,2424 JEROME AVENUE,205,14,23900,BX40,10,"(40.861698, -73.901268)",40.861698,-73.901268,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,P.S. 033 Timothy Dwight Elementary
474,474,10X037      ,P.S. X037 - Multiple Intelligence School,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/1994 12:00,Open,360 WEST 230 STREET,208,11,29302,BX29,10,"(40.877935, -73.913694)",40.877935,-73.913694,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,P.S. X037 - Multiple Intelligence School K-8
475,475,10X045      ,Thomas C. Giordano Middle School 45,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2012 12:00,Open,2502 LORILLARD PLACE,206,15,38700,BX06,10,"(40.858389, -73.887026)",40.858389,-73.887026,10458,10458,"Fordham, Belmont",Bronx,Thomas C. Giordano Middle School 45 Junior High-Intermediate-Middle
476,476,10X046      ,P.S. 046 Edgar Allan Poe,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2011 12:00,Open,279 EAST 196 STREET,207,15,40501,BX05,10,"(40.867169, -73.890402)",40.867169,-73.890402,10458,10458,"Fordham, Belmont",Bronx,P.S. 046 Edgar Allan Poe Elementary
477,477,10X051      ,P.S. 051 Bronx New School,General Academic,Elementary,"0K,01,02,03,04,05",5/5/1992 12:00,Open,695 EAST 182ND STREET,206,15,39100,BX06,10,"(40.850674, -73.886997)",40.850674,-73.886997,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,P.S. 051 Bronx New School Elementary
478,478,10X054      ,P.S./I.S. 54,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,2703 WEBSTER AVENUE,207,15,40502,BX05,10,"(40.864872, -73.88794)",40.864872,-73.88794,10458,10458,"Fordham, Belmont",Bronx,P.S./I.S. 54 Elementary
479,479,10X056      ,P.S. 056 Norwood Heights,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2015 12:00,Open,341 EAST 207 STREET,207,11,42902,BX43,10,"(40.875481, -73.874912)",40.875481,-73.874912,10467,10467,"Norwood, Olinville, Allerton",Bronx,P.S. 056 Norwood Heights Elementary
480,480,10X059      ,P.S. 059 The Community School of Technology,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2021 12:00,Open,2185 BATHGATE AVENUE,206,15,39500,BX01,10,"(40.853141, -73.893639)",40.853141,-73.893639,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,P.S. 059 The Community School of Technology Elementary
481,481,10X077      ,Bedford Park Elementary School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2014 12:00,Open,3177 WEBSTER AVENUE,207,11,42500,BX43,10,"(40.872559, -73.875375)",40.872559,-73.875375,10467,10467,"Norwood, Olinville, Allerton",Bronx,Bedford Park Elementary School Elementary
482,482,10X080      ,J.H.S. 080 The Mosholu Parkway,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2025 12:00,Open,149 EAST MOSHOLU PKWY N,207,11,41900,BX43,10,"(40.876819, -73.881245)",40.876819,-73.881245,10467,10467,"Norwood, Olinville, Allerton",Bronx,J.H.S. 080 The Mosholu Parkway Junior High-Intermediate-Middle
483,483,10X081      ,P.S. 081 Robert J. Christen,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2026 12:00,Open,5550 RIVERDALE AVENUE,208,11,33700,BX22,10,"(40.903275, -73.904657)",40.903275,-73.904657,10471,10471,Riverdale,Bronx,P.S. 081 Robert J. Christen Elementary
484,484,10X085      ,P.S. 085 Great Expectations,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1933 12:00,Open,2400 MARION AVENUE,205,15,38302,BX40,10,"(40.858689, -73.894682)",40.858689,-73.894682,10458,10458,"Fordham, Belmont",Bronx,P.S. 085 Great Expectations Elementary
485,485,10X086      ,P.S. 086 Kingsbridge Heights,General Academic,Elementary,"PK,0K,01,02,03,04,05,06",1/7/2028 12:00,Open,2756 RESERVOIR AVENUE,207,11,40900,BX28,10,"(40.869061, -73.897066)",40.869061,-73.897066,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,P.S. 086 Kingsbridge Heights Elementary
486,486,10X091      ,P.S. 091 Bronx,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2029 12:00,Open,2200 AQUEDUCT AVENUE,205,14,25100,BX36,10,"(40.858286, -73.907494)",40.858286,-73.907494,10453,10453,"Morris Heights, University Heights",Bronx,P.S. 091 Bronx Elementary
487,487,10X094      ,P.S. 094 Kings College School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2029 12:00,Open,3530 KINGS COLLEGE PLACE,207,11,43100,BX43,10,"(40.880661, -73.875268)",40.880661,-73.875268,10467,10467,"Norwood, Olinville, Allerton",Bronx,P.S. 094 Kings College School Elementary
488,488,10X095      ,P.S. 095 Sheila Mencher,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1933 12:00,Open,3961 HILLMAN AVENUE,208,11,28100,BX28,10,"(40.883049, -73.891664)",40.883049,-73.891664,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,P.S. 095 Sheila Mencher K-8
489,489,10X118      ,J.H.S. 118 William W. Niles,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1939 12:00,Open,577 EAST 179 STREET,206,15,37504,BX17,10,"(40.848702, -73.892482)",40.848702,-73.892482,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,J.H.S. 118 William W. Niles Junior High-Intermediate-Middle
490,490,10X141      ,Riverdale / Kingsbridge Academy (Middle School / H,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/1957 12:00,Open,660 WEST 237 STREET,208,11,30900,BX22,10,"(40.887407, -73.914141)",40.887407,-73.914141,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,Riverdale / Kingsbridge Academy (Middle School / H Secondary School
491,491,10X159      ,P.S. 159 Luis Munoz Marin Biling,General Academic,Elementary,"0K,01,02,03,04,05",2/19/1992 0:00,Open,2315 WASHINGTON AVENUE,206,15,38500,BX01,10,"(40.85568, -73.893136)",40.85568,-73.893136,10458,10458,"Fordham, Belmont",Bronx,P.S. 159 Luis Munoz Marin Biling Elementary
492,492,10X205      ,P.S. 205 Fiorello LaGuardia,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1976 12:00,Open,2475 SOUTHERN BOULEVARD,206,15,39300,BX06,10,"(40.855759, -73.881753)",40.855759,-73.881753,10458,10458,"Fordham, Belmont",Bronx,P.S. 205 Fiorello LaGuardia Elementary
493,493,10X206      ,I.S. 206 Ann Mersereau,General Academic,Junior High-Intermediate-Middle,"05,06,07,08",1/7/1980 12:00,Open,2280 AQUEDUCT AVENUE,207,14,25300,BX30,10,"(40.859534, -73.906285)",40.859534,-73.906285,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,I.S. 206 Ann Mersereau Junior High-Intermediate-Middle
494,494,10X207      ,P.S. 207,General Academic,Early Childhood,"PK,0K,01,02",2/3/1988 12:00,Open,3030 GODWIN TERRACE,208,11,28900,BX29,10,"(40.878327, -73.906197)",40.878327,-73.906197,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,P.S. 207 Early Childhood
495,495,10X209      ,P.S. 209,General Academic,Early Childhood,"PK,0K,01,02",1/7/1993 12:00,Open,313 EAST 183RD STREET,205,15,38301,BX40,10,"(40.856834, -73.897635)",40.856834,-73.897635,10458,10458,"Fordham, Belmont",Bronx,P.S. 209 Early Childhood
496,496,10X213      ,Bronx Engineering and Technology Academy,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,99 TERRACE VIEW AVENUE,208,10,30900,MN01,10,"(40.877379, -73.912686)",40.877379,-73.912686,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,Bronx Engineering and Technology Academy High school
497,497,10X225      ,Theatre Arts Production Company School,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/1999 12:00,Open,2225 WEBSTER AVENUE,205,15,37900,BX41,10,"(40.854257, -73.897404)",40.854257,-73.897404,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,Theatre Arts Production Company School Secondary School
498,498,10X226      ,P.S. 226,General Academic,Elementary,"PK,0K,01,02,03,04",1/7/1999 12:00,Open,1950 SEDGWICK AVENUE,205,14,24900,BX36,10,"(40.855822, -73.916076)",40.855822,-73.916076,10453,10453,"Morris Heights, University Heights",Bronx,P.S. 226 Elementary
499,499,10X228      ,Jonas Bronck Academy,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2000 12:00,Open,400 EAST FORDHAM ROAD,206,15,38302,BX40,10,"(40.860987, -73.891562)",40.860987,-73.891562,10458,10458,"Fordham, Belmont",Bronx,Jonas Bronck Academy Junior High-Intermediate-Middle
500,500,10X237      ,"The Marie Curie School for Medicine, Nursing, and",General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,120 WEST 231 STREET,208,14,27300,BX28,10,"(40.875636, -73.901565)",40.875636,-73.901565,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,"The Marie Curie School for Medicine, Nursing, and High school"
501,501,10X243      ,West Bronx Academy for the Future,General Academic,Secondary School,"06,07,08,09,10,11,12",8/9/2004 12:00,Open,500 EAST FORDHAM ROAD,206,15,38700,BX06,10,"(40.859466, -73.888625)",40.859466,-73.888625,10458,10458,"Fordham, Belmont",Bronx,West Bronx Academy for the Future Secondary School
502,502,10X244      ,The New School for Leadership and Journalism,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2005 12:00,Open,120 WEST 231 STREET,208,14,27300,BX28,10,"(40.875636, -73.901565)",40.875636,-73.901565,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,The New School for Leadership and Journalism Junior High-Intermediate-Middle
503,503,10X246      ,P.S. 246 Poe Center,General Academic,Elementary,"0K,01,02,03,04,05,06",6/12/1990 12:00,Open,2641 GRAND CONCOURSE,207,14,40100,BX05,10,"(40.865972, -73.8953)",40.865972,-73.8953,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,P.S. 246 Poe Center Elementary
504,504,10X254      ,I.S. 254,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,2452 WASHINGTON AVENUE,206,15,38700,BX06,10,"(40.858721, -73.889878)",40.858721,-73.889878,10458,10458,"Fordham, Belmont",Bronx,I.S. 254 Junior High-Intermediate-Middle
505,505,10X264      ,Bronx Academy for Software Engineering (BASE),Career Technical,High school,"09,10,11,12",1/7/2013 12:00,Open,2474 CROTONA AVENUE,206,15,39300,BX06,10,"(40.855392, -73.882487)",40.855392,-73.882487,10458,10458,"Fordham, Belmont",Bronx,Bronx Academy for Software Engineering (BASE) High school
506,506,10X268      ,Kingsbridge International High School,General Academic,High school,"09,10,11,12",1/7/2005 12:00,Open,2780 RESERVOIR AVENUE,207,11,40900,BX28,10,"(40.869061, -73.897066)",40.869061,-73.897066,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,Kingsbridge International High School High school
507,507,10X279      ,"P.S. 279 Captain Manuel Rivera, Jr.",General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/1992 12:00,Open,2100 WALTON AVENUE,205,14,24100,BX41,10,"(40.854666, -73.904958)",40.854666,-73.904958,10453,10453,"Morris Heights, University Heights",Bronx,"P.S. 279 Captain Manuel Rivera, Jr. K-8"
508,508,10X280      ,P.S./M.S. 280 Mosholu Parkway,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",10/6/1988 12:00,Open,3202 STEUBEN AVENUE,207,11,41900,BX43,10,"(40.876819, -73.881245)",40.876819,-73.881245,10467,10467,"Norwood, Olinville, Allerton",Bronx,P.S./M.S. 280 Mosholu Parkway K-8
509,509,10X284      ,Bronx School of Law and Finance,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,99 TERRACE VIEW AVENUE,208,10,30900,MN01,10,"(40.877379, -73.912686)",40.877379,-73.912686,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,Bronx School of Law and Finance High school
510,510,10X291      ,P.S. 291,General Academic,Elementary,"0K,01,02,03,04",7/18/1995 0:00,Open,2195 ANDREWS AVENUE,207,14,25500,BX30,10,"(40.859243, -73.909763)",40.859243,-73.909763,10453,10453,"Morris Heights, University Heights",Bronx,P.S. 291 Elementary
511,511,10X306      ,P.S. 306,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1994 12:00,Open,40 WEST TREMONT AVENUE,205,14,21700,BX36,10,"(40.850722, -73.910827)",40.850722,-73.910827,10453,10453,"Morris Heights, University Heights",Bronx,P.S. 306 Elementary
512,512,10X307      ,Luisa Pineiro Fuentes School of Science and Discov,General Academic,Elementary,"PK,0K,01,02,03,04,05",6/30/2003 0:00,Open,124 EAMES PLACE,208,14,26701,BX28,10,"(40.869142, -73.901821)",40.869142,-73.901821,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,Luisa Pineiro Fuentes School of Science and Discov Elementary
513,513,10X308      ,Bronx Dance Academy School,General Academic,Junior High-Intermediate-Middle,"06,07,08",6/30/2003 0:00,Open,3617 BAINBRIDGE AVENUE,207,11,43100,BX43,10,"(40.885428, -73.878051)",40.885428,-73.878051,10467,10467,"Norwood, Olinville, Allerton",Bronx,Bronx Dance Academy School Junior High-Intermediate-Middle
514,514,10X310      ,P.S. 310 Marble Hill,General Academic,Elementary,"PK,0K,01,02,03,04,05",9/16/1996 0:00,Open,260 W KINGSBRIDGE RD,207,14,26900,BX30,10,"(40.872477, -73.905547)",40.872477,-73.905547,10463,10463,"Kingsbridge, Spuyten Duyvil, Marble Hill",Bronx,P.S. 310 Marble Hill Elementary
515,515,10X315      ,P.S. 315 Lab School,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",4/29/1997 0:00,Open,2865 CLAFLIN AVENUE,208,14,26702,BX28,10,"(40.873659, -73.900068)",40.873659,-73.900068,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,P.S. 315 Lab School K-8
516,516,10X319      ,Providing Urban Learners Success In Education High,Transfer School,High school,"09,10,11,12",8/9/2004 12:00,Open,560 EAST 179 STREET,206,15,37504,BX17,10,"(40.848385, -73.893744)",40.848385,-73.893744,10457,10457,"West Bronx, Mt Hope, Tremont, Belmont",Bronx,Providing Urban Learners Success In Education High High school
517,517,10X331      ,The Bronx School of Young Leaders,General Academic,Junior High-Intermediate-Middle,"06,07,08",8/9/2004 12:00,Open,40 WEST TREMONT AVENUE,205,14,21700,BX36,10,"(40.850722, -73.910827)",40.850722,-73.910827,10453,10453,"Morris Heights, University Heights",Bronx,The Bronx School of Young Leaders Junior High-Intermediate-Middle
518,518,10X340      ,P.S. 340,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1999 12:00,Open,25 WEST 195 STREET,207,11,40900,BX28,10,"(40.869407, -73.897171)",40.869407,-73.897171,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,P.S. 340 Elementary
519,519,10X342      ,International School for Liberal Arts,General Academic,Secondary School,"06,07,08,09,10,11,12",2/5/2005 12:00,Open,2780 RESERVOIR AVENUE,207,11,40900,BX28,10,"(40.869061, -73.897066)",40.869061,-73.897066,10468,10468,"Jerome Park, Fordham Manor, Fordham Heights",Bronx,International School for Liberal Arts Secondary School
