,Unnamed: 0,ATS SYSTEM CODE,LOCATION_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_ADDRESS_LINE_1,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,NTA,GEOGRAPHICAL_DISTRICT_CODE,LatLong,latitude,longitude,zipcode,zcta,nbhLabel,boroLabel,label
848,848,17K484      ,Ronald Edmonds Learning Center II,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2006 12:00,Open,430 HOWARD AVENUE,316,41,36300,BK79,23,"(40.673124, -73.920095)",40.673124,-73.920095,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,Ronald Edmonds Learning Center II Junior High-Intermediate-Middle
849,849,17K489      ,W.E.B. Dubois Academic High School,Transfer School,High school,"09,10,11,12",1/7/1999 12:00,Open,402 EASTERN PARKWAY,309,35,32300,BK63,17,"(40.669561, -73.955188)",40.669561,-73.955188,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,W.E.B. Dubois Academic High School High school
850,850,17K524      ,International High School at Prospect Heights,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,883 CLASSON AVENUE,309,35,21300,BK63,17,"(40.669805, -73.960689)",40.669805,-73.960689,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,International High School at Prospect Heights High school
851,851,17K528      ,The High School for Global Citizenship,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,883 CLASSON AVENUE,309,35,21300,BK63,17,"(40.669805, -73.960689)",40.669805,-73.960689,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,The High School for Global Citizenship High school
852,852,84K741      ,Success Academy Crown Heights (Brooklyn 7),General Academic,Elementary,"0K,01,02,03,04,05,06,07,08",1/7/2013 12:00,Open,330 CROWN STREET,309,35,31900,BK63,17,"(40.665757, -73.949243)",40.665757,-73.949243,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,Success Academy Crown Heights (Brooklyn 7) Elementary
853,853,17K531      ,"School for Human Rights, The",General Academic,Secondary School,"09,10,11,12",8/9/2004 12:00,Open,600 KINGSTON AVENUE,309,40,81000,BK60,17,"(40.658671, -73.943839)",40.658671,-73.943839,11203,11203,East Flatbush,Brooklyn,"School for Human Rights, The Secondary School"
854,854,17K532      ,New Bridges Elementary,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2013 12:00,Open,1025 EASTERN PARKWAY,308,35,35300,BK61,17,"(40.669557, -73.934316)",40.669557,-73.934316,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,New Bridges Elementary Elementary
855,855,17K537      ,High School for Youth and Community Development at,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,911 FLATBUSH AVENUE,314,40,79400,BK95,17,"(40.649602, -73.957173)",40.649602,-73.957173,11226,11226,"Flatbush, Prospect Park South",Brooklyn,High School for Youth and Community Development at High school
856,856,17K539      ,High School for Service & Learning at Erasmus,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,911 FLATBUSH AVENUE,314,40,79400,BK95,17,"(40.649602, -73.957173)",40.649602,-73.957173,11226,11226,"Flatbush, Prospect Park South",Brooklyn,High School for Service & Learning at Erasmus High school
857,857,17K543      ,"Science, Technology and Research Early College Hig",General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2003 12:00,Open,911 FLATBUSH AVENUE,314,40,79400,BK95,17,"(40.649602, -73.957173)",40.649602,-73.957173,11226,11226,"Flatbush, Prospect Park South",Brooklyn,"Science, Technology and Research Early College Hig Secondary School"
858,858,17K546      ,High School for Public Service: Heroes of Tomorrow,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,600 KINGSTON AVENUE,309,40,81000,BK60,17,"(40.658671, -73.943839)",40.658671,-73.943839,11203,11203,East Flatbush,Brooklyn,High School for Public Service: Heroes of Tomorrow High school
859,859,17K547      ,Brooklyn Academy of Science and the Environment,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,883 CLASSON AVENUE,309,35,21300,BK63,17,"(40.669805, -73.960689)",40.669805,-73.960689,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,Brooklyn Academy of Science and the Environment High school
860,860,17K548      ,Brooklyn School for Music & Theatre,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,883 CLASSON AVENUE,309,35,21300,BK63,17,"(40.669805, -73.960689)",40.669805,-73.960689,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,Brooklyn School for Music & Theatre High school
861,861,17K568      ,Brownsville Academy High School,Transfer School,High school,"09,10,11,12",8/9/2004 12:00,Open,1150 EAST NEW YORK AVENUE,316,41,90000,BK81,17,"(40.666251, -73.923881)",40.666251,-73.923881,11212,11212,"Brownsville, East Flatbush",Brooklyn,Brownsville Academy High School High school
862,862,17K590      ,Medgar Evers College Preparatory School,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2000 12:00,Open,1186 CARROLL STREET,309,35,32100,BK63,17,"(40.66679, -73.951823)",40.66679,-73.951823,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,Medgar Evers College Preparatory School Secondary School
863,863,22K134      ,P.S. K134,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,4001 18 AVENUE,314,44,48000,BK42,22,"(40.632145, -73.97318)",40.632145,-73.97318,11218,11218,"Ditmas Park, Kensington",Brooklyn,P.S. K134 Elementary
864,864,17K705      ,Brooklyn Arts and Science Elementary School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2012 12:00,Open,443 ST MARKS AVENUE,308,35,30500,BK61,17,"(40.6771, -73.960093)",40.6771,-73.960093,11238,11238,Prospect Heights,Brooklyn,Brooklyn Arts and Science Elementary School Elementary
865,865,17K722      ,New Heights Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2012 12:00,Open,790 EAST NEW YORK AVENUE,309,41,87600,BK60,17,"(40.662092, -73.936313)",40.662092,-73.936313,11203,11203,East Flatbush,Brooklyn,New Heights Middle School Junior High-Intermediate-Middle
866,866,17K745      ,Brooklyn Institute for Liberal Arts,General Academic,High school,"09,10,11,12",1/7/2012 12:00,Open,600 KINGSTON AVENUE,309,40,81000,BK60,17,"(40.658671, -73.943839)",40.658671,-73.943839,11203,11203,East Flatbush,Brooklyn,Brooklyn Institute for Liberal Arts High school
867,867,17K751      ,Academy for Health Careers,Career Technical,High school,"09,10,11,12",1/7/2010 12:00,Open,150 ALBANY AVENUE,308,36,31100,BK61,17,"(40.675905, -73.939282)",40.675905,-73.939282,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,Academy for Health Careers High school
868,868,17K770      ,P.S. 770 New American Academy,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2010 12:00,Open,60 EAST  94 STREET,317,41,88200,BK96,17,"(40.663388, -73.927979)",40.663388,-73.927979,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,P.S. 770 New American Academy Elementary
869,869,18K066      ,P.S. 66,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/2003 12:00,Open,845 EAST  96 STREET,318,42,97000,BK50,18,"(40.648749, -73.907064)",40.648749,-73.907064,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,P.S. 66 K-8
870,870,18K068      ,I.S. 068 Isaac Bildersee,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1964 12:00,Open,956 EAST  82 STREET,318,46,95600,BK50,18,"(40.635388, -73.911215)",40.635388,-73.911215,11230,11230,Midwood,Brooklyn,I.S. 068 Isaac Bildersee Junior High-Intermediate-Middle
871,871,18K114      ,P.S. 114 Ryder Elementary,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2007 12:00,Open,1077 REMSEN AVENUE,318,46,96400,BK50,18,"(40.642684, -73.90788)",40.642684,-73.90788,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,P.S. 114 Ryder Elementary Elementary
872,872,18K115      ,P.S. 115 Daniel Mucatel School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2022 12:00,Open,1500 EAST  92 STREET,318,46,100800,BK50,18,"(40.634861, -73.897896)",40.634861,-73.897896,11230,11230,Midwood,Brooklyn,P.S. 115 Daniel Mucatel School Elementary
873,873,18K135      ,P.S. 135 Sheldon A. Brookner,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2023 12:00,Open,684 LINDEN BOULEVARD,317,41,87000,BK91,18,"(40.653093, -73.932949)",40.653093,-73.932949,11203,11203,East Flatbush,Brooklyn,P.S. 135 Sheldon A. Brookner Elementary
874,874,18K208      ,P.S. 208 Elsa Ebeling,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2027 12:00,Open,4801 AVENUE D,317,45,84000,BK91,18,"(40.6427, -73.930898)",40.6427,-73.930898,11203,11203,East Flatbush,Brooklyn,P.S. 208 Elsa Ebeling Elementary
875,875,18K211      ,I.S. 211 John Wilson,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1958 12:00,Open,1001 EAST 100 STREET,318,46,98800,BK50,18,"(40.642931, -73.895224)",40.642931,-73.895224,11230,11230,Midwood,Brooklyn,I.S. 211 John Wilson Junior High-Intermediate-Middle
876,876,18K219      ,P.S. 219 Kennedy-King,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2027 12:00,Open,1060 CLARKSON AVENUE,317,41,88600,BK96,18,"(40.658834, -73.922296)",40.658834,-73.922296,11212,11212,"Brownsville, East Flatbush",Brooklyn,P.S. 219 Kennedy-King Elementary
877,877,18K233      ,P.S. 233 Langston Hughes,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1930 12:00,Open,9301 AVENUE B,317,42,93000,BK96,18,"(40.651642, -73.914282)",40.651642,-73.914282,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,P.S. 233 Langston Hughes Elementary
878,878,18K235      ,P.S. 235 Janice Marie Knight School,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1930 12:00,Open,525 LENOX ROAD,317,41,81400,BK91,18,"(40.655337, -73.940922)",40.655337,-73.940922,11226,11226,"Flatbush, Prospect Park South",Brooklyn,P.S. 235 Janice Marie Knight School K-8
879,879,18K244      ,P.S. 244 Richard R. Green,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1939 12:00,Open,5404 TILDEN AVENUE,317,45,94600,BK96,18,"(40.647851, -73.925592)",40.647851,-73.925592,11203,11203,East Flatbush,Brooklyn,P.S. 244 Richard R. Green Elementary
880,880,18K268      ,P.S. 268 Emma Lazarus,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1953 12:00,Open,133 EAST  53 STREET,317,41,86600,BK96,18,"(40.657421, -73.92756)",40.657421,-73.92756,11226,11226,"Flatbush, Prospect Park South",Brooklyn,P.S. 268 Emma Lazarus Elementary
881,881,18K272      ,P.S. 272 Curtis Estabrook,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1957 12:00,Open,101-24 SEAVIEW AVENUE,318,46,103400,BK50,18,"(40.635542, -73.886373)",40.635542,-73.886373,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,P.S. 272 Curtis Estabrook Elementary
882,882,18K276      ,P.S. 276 Louis Marshall,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1964 12:00,Open,1070 EAST  83 STREET,318,46,99600,BK50,18,"(40.634005, -73.908436)",40.634005,-73.908436,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,P.S. 276 Louis Marshall Elementary
883,883,18K279      ,P.S. 279 Herman Schreiber,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1959 12:00,Open,1070 EAST 104 STREET,318,46,98600,BK50,18,"(40.644134, -73.892797)",40.644134,-73.892797,11230,11230,Midwood,Brooklyn,P.S. 279 Herman Schreiber Elementary
884,884,84K742      ,Explore Empower Charter School,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",5/5/2009 12:00,Open,188 ROCHESTER AVENUE,308,36,34700,BK61,17,"(40.67271, -73.928917)",40.67271,-73.928917,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,Explore Empower Charter School K-8
885,885,18K285      ,I.S. 285 Meyer Levin,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1954 12:00,Open,5909 BEVERLY ROAD,317,45,93600,BK96,18,"(40.647818, -73.920784)",40.647818,-73.920784,11203,11203,East Flatbush,Brooklyn,I.S. 285 Meyer Levin Junior High-Intermediate-Middle
886,886,18K366      ,The Science And Medicine Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2009 12:00,Open,965 EAST 107TH STREET,318,46,98400,BK50,18,"(40.647396, -73.891743)",40.647396,-73.891743,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,The Science And Medicine Middle School Junior High-Intermediate-Middle
887,887,18K563      ,It Takes a Village Academy,General Academic,High school,"09,10,11,12",1/7/2007 12:00,Open,5800 TILDEN AVENUE,317,45,93600,BK96,18,"(40.647728, -73.922212)",40.647728,-73.922212,11203,11203,East Flatbush,Brooklyn,It Takes a Village Academy High school
888,888,18K566      ,Brooklyn Generation School,General Academic,High school,"09,10,11,12",1/7/2007 12:00,Open,6565 FLATLANDS AVENUE,318,46,95000,BK50,18,"(40.634451, -73.916927)",40.634451,-73.916927,11234,11234,"Flatlands, Kings Plaza, Marine Park, Mill Basin",Brooklyn,Brooklyn Generation School High school
889,889,18K567      ,Brooklyn Theatre Arts High School,General Academic,High school,"09,10,11,12",1/7/2007 12:00,Open,6565 FLATLANDS AVENUE,318,46,95000,BK50,18,"(40.634451, -73.916927)",40.634451,-73.916927,11234,11234,"Flatlands, Kings Plaza, Marine Park, Mill Basin",Brooklyn,Brooklyn Theatre Arts High School High school
890,890,18K569      ,Kurt Hahn Expeditionary Learning School,General Academic,High school,"09,10,11,12",1/7/2007 12:00,Open,5800 TILDEN AVENUE,317,45,93600,BK96,18,"(40.647728, -73.922212)",40.647728,-73.922212,11203,11203,East Flatbush,Brooklyn,Kurt Hahn Expeditionary Learning School High school
891,891,18K576      ,Victory Collegiate High School,General Academic,High school,"09,10,11,12",1/7/2007 12:00,Open,6565 FLATLANDS AVENUE,318,46,95000,BK50,18,"(40.634451, -73.916927)",40.634451,-73.916927,11234,11234,"Flatlands, Kings Plaza, Marine Park, Mill Basin",Brooklyn,Victory Collegiate High School High school
892,892,18K578      ,Brooklyn Bridge Academy,Transfer School,High school,"09,10,11,12",1/7/2007 12:00,Open,6565 FLATLANDS AVENUE,318,46,95000,BK50,18,"(40.634451, -73.916927)",40.634451,-73.916927,11234,11234,"Flatlands, Kings Plaza, Marine Park, Mill Basin",Brooklyn,Brooklyn Bridge Academy High school
893,893,18K581      ,East Flatbush Community Research School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2007 12:00,Open,905 WINTHROP STREET,317,41,88000,BK60,18,"(40.659088, -73.928744)",40.659088,-73.928744,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,East Flatbush Community Research School Junior High-Intermediate-Middle
894,894,18K588      ,Middle School for Art and Philosophy,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2007 12:00,Open,1084 LENOX ROAD,317,41,88600,BK96,18,"(40.657712, -73.919818)",40.657712,-73.919818,11212,11212,"Brownsville, East Flatbush",Brooklyn,Middle School for Art and Philosophy Junior High-Intermediate-Middle
895,895,84K182      ,Success Academy Charter School - Williamsburg,General Academic,Elementary,"0K,01,02,03,04,05,06,07,08",1/7/2012 12:00,Open,183 SOUTH  3 STREET,301,34,52300,BK73,14,"(40.711915, -73.960137)",40.711915,-73.960137,11211,11211,Williamsburg,Brooklyn,Success Academy Charter School - Williamsburg Elementary
896,896,18K598      ,Middle School of Marketing and Legal Studies,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2007 12:00,Open,905 WINTHROP STREET,317,41,88000,BK60,18,"(40.659088, -73.928744)",40.659088,-73.928744,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,Middle School of Marketing and Legal Studies Junior High-Intermediate-Middle
897,897,18K617      ,High School for Innovation in Advertising and Medi,Career Technical,High school,"09,10,11,12",1/7/2008 12:00,Open,1600 ROCKAWAY PARKWAY,318,46,99000,BK50,18,"(40.640543, -73.898601)",40.640543,-73.898601,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,High School for Innovation in Advertising and Medi High school
898,898,18K629      ,Cultural Academy for the Arts and Sciences,General Academic,High school,"09,10,11,12",1/7/2008 12:00,Open,5800 TILDEN AVENUE,317,45,93600,BK96,18,"(40.647728, -73.922212)",40.647728,-73.922212,11203,11203,East Flatbush,Brooklyn,Cultural Academy for the Arts and Sciences High school
899,899,18K633      ,High School for Medical Professions,General Academic,High school,"09,10,11,12",1/7/2008 12:00,Open,1600 ROCKAWAY PARKWAY,318,46,99000,BK50,18,"(40.640543, -73.898601)",40.640543,-73.898601,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,High School for Medical Professions High school
900,900,18K635      ,Olympus Academy,Transfer School,High school,"09,10,11,12",1/7/2008 12:00,Open,755 EAST  100 STREET,305,42,105804,BK93,18,"(40.652203, -73.886499)",40.652203,-73.886499,11239,11239,Starrett City,Brooklyn,Olympus Academy High school
901,901,18K637      ,Academy for Conservation and the Environment,General Academic,High school,"09,10,11,12",1/7/2008 12:00,Open,6565 FLATLANDS AVENUE,318,46,95000,BK50,18,"(40.634451, -73.916927)",40.634451,-73.916927,11234,11234,"Flatlands, Kings Plaza, Marine Park, Mill Basin",Brooklyn,Academy for Conservation and the Environment High school
902,902,18K642      ,Urban Action Academy,General Academic,High school,"09,10,11,12",1/7/2008 12:00,Open,1600 ROCKAWAY PARKWAY,318,46,99000,BK50,18,"(40.640543, -73.898601)",40.640543,-73.898601,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,Urban Action Academy High school
903,903,18K673      ,East Brooklyn Community High School,Transfer School,High school,"09,10,11,12",1/7/2009 12:00,Open,9517 KINGS HIGHWAY,317,41,88600,BK96,18,"(40.659914, -73.920658)",40.659914,-73.920658,11212,11212,"Brownsville, East Flatbush",Brooklyn,East Brooklyn Community High School High school
904,904,18K763      ,Brooklyn Science and Engineering Academy,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2014 12:00,Open,5404 TILDEN AVENUE,317,45,94600,BK96,18,"(40.647851, -73.925592)",40.647851,-73.925592,11203,11203,East Flatbush,Brooklyn,Brooklyn Science and Engineering Academy Junior High-Intermediate-Middle
905,905,19K007      ,P.S. 007 Abraham Lincoln,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,858 JAMAICA AVENUE,305,37,118201,BK83,19,"(40.689213, -73.872983)",40.689213,-73.872983,11208,11208,Cypress Hills,Brooklyn,P.S. 007 Abraham Lincoln Elementary
906,906,84K333      ,Explore Exceed Charter School,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/2012 12:00,Open,443 ST MARKS AVENUE,308,35,30500,BK61,17,"(40.6771, -73.960093)",40.6771,-73.960093,11238,11238,Prospect Heights,Brooklyn,Explore Exceed Charter School K-8
907,907,19K013      ,P.S. 013 Roberto Clemente,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1975 12:00,Open,557 PENNSYLVANIA AVENUE,305,42,112600,BK85,19,"(40.664067, -73.893328)",40.664067,-73.893328,11207,11207,East New York,Brooklyn,P.S. 013 Roberto Clemente Elementary
908,908,19K065      ,P.S. 065,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1973 12:00,Open,696 JAMAICA AVENUE,305,37,117601,BK83,19,"(40.686534, -73.878353)",40.686534,-73.878353,11208,11208,Cypress Hills,Brooklyn,P.S. 065 Elementary
909,909,19K089      ,P.S. 089 Cypress Hills,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/9/1997 12:00,Open,265 WARWICK STREET,305,37,117000,BK82,19,"(40.677707, -73.886712)",40.677707,-73.886712,11207,11207,East New York,Brooklyn,P.S. 089 Cypress Hills K-8
910,910,19K108      ,P.S. 108 Sal Abbracciamento,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1995 12:00,Open,200 LINWOOD STREET,305,37,117202,BK83,19,"(40.681295, -73.884348)",40.681295,-73.884348,11208,11208,Cypress Hills,Brooklyn,P.S. 108 Sal Abbracciamento Elementary
911,911,19K149      ,P.S. 149 Danny Kaye,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2006 12:00,Open,700 SUTTER AVENUE,305,42,115800,BK85,19,"(40.669361, -73.89276)",40.669361,-73.89276,11207,11207,East New York,Brooklyn,P.S. 149 Danny Kaye Elementary
912,912,19K158      ,P.S. 158 Warwick,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2009 12:00,Open,400 ASHFORD STREET,305,37,115000,BK82,19,"(40.67259, -73.885214)",40.67259,-73.885214,11207,11207,East New York,Brooklyn,P.S. 158 Warwick Elementary
