License Number,Establishment Type,Entity Name,Street Number,Street Name,City,State,Zip Code,latitude,longitude,zcta,nbhLabel,boroLabel,label
670880,JAC   ,CANETE DELI CORP                 ,126-09,MERRICK BLVD              ,JAMAICA           ,NY,11434,0,0,11434,"Rochdale Village, South Jamaica",Queens,CANETE DELI CORP
714280,JAC   ,ARSIS PATESERIA CORP             ,39-39,47TH AVE                   ,SUNNYSIDE         ,NY,11104,0,0,11104,Sunnyside,Queens,ARSIS PATESERIA CORP
670881,JAC   ,NFN SUTYAHYO                     ,88-15,JUSTICE AVE                ,ELMHURST          ,NY,11373,0,0,11373,Elmhurst,Queens,NFN SUTYAHYO
670884,JAC   ,JACKSON DARRICK                  ,198-01,HOLLIS AVE                ,SAINT ALBANS      ,NY,11412,0,0,11412,Saint Albans,Queens,JACKSON DARRICK
714264,JAC   ,CORONA FLOWERS INC               ,104-14,CORONA AVE                ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,CORONA FLOWERS INC
638618,JAC   ,FLUSHING DAE HAN MEAT MARKET INC ,149-16,41 AVE                    ,FLUSHING          ,NY,11355,0,0,11355,"Flushing, Queensboro Hill",Queens,FLUSHING DAE HAN MEAT MARKET INC
714245,A     ,MI AMOR CORP                     ,47-09,104TH ST                   ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,MI AMOR CORP
670917,A     ,RITE AID OF NEW YORK INC         ,119-04,LIBERTY AVE               ,RICHMOND HILL     ,NY,11418,0,0,11418,"Kew Gardens, Richmond Hill",Queens,RITE AID OF NEW YORK INC
670899,JAC   ,MERRICK DELI & GROCERY INC       ,227-20,MERRICK BLVD              ,SPRINGFIELD GARDEN,NY,11413,0,0,11413,"Laurelton, Springfield Gardens",Queens,MERRICK DELI & GROCERY INC
670903,JAC   ,POOJA 23 INC                     ,41-23,UNION ST                   ,FLUSHING          ,NY,11355,0,0,11355,"Flushing, Queensboro Hill",Queens,POOJA 23 INC
714212,JAC   ,OLD FASHION BUTCHER SHOP INC     ,23-50,STEINWAY ST                ,ASTORIA           ,NY,11105,0,0,11105,Astoria,Queens,OLD FASHION BUTCHER SHOP INC
714210,JAC   ,HF DOLLAR & UP FRUIT & VEGETABLE ,61-27,ROOSEVELT AVE              ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,HF DOLLAR & UP FRUIT & VEGETABLE
638605,A     ,ELMHURST NEWS CORP               ,63-29,108TH ST                   ,FOREST HILLS      ,NY,11375,0,0,11375,"Forest Hills, Forest Hills Gardens",Queens,ELMHURST NEWS CORP
714204,JAC   ,PADMA USA INC                    ,143-01,HILLSIDE AVE              ,JAMAICA           ,NY,11435,0,0,11435,"Briarwood, South Jamaica",Queens,PADMA USA INC
639994,JAC   ,IMBABA STATION INC I             ,49-25,VAN DAM ST                 ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,IMBABA STATION INC I
714195,JAC   ,MM PETROLEUM INC                 ,39-04,SKILLMAN AVE               ,SUNNYSIDE         ,NY,11104,0,0,11104,Sunnyside,Queens,MM PETROLEUM INC
670912,JABCH ,DIAMOND BAKERY INC               ,63-79,SAUNDERS ST                ,REGO PARK         ,NY,11374,0,0,11374,Rego Park,Queens,DIAMOND BAKERY INC
638589,JAC   ,BAYSIDE MEAT INC                 ,210-01,NORTHERN BLVD             ,BAYSIDE           ,NY,11361,0,0,11361,Bayside,Queens,BAYSIDE MEAT INC
714262,A     ,LIU BROTHER GROUP INC            ,92-16,LIBERTY AVE                ,OZONE PARK        ,NY,11417,0,0,11417,"Ozone Park, Tudor Village",Queens,LIU BROTHER GROUP INC
670375,JAC   ,SEOLAK FRUIT&VEGETABLE LTD       ,70-63,PARSONS BLVD         ,FRESH MEADOWS     ,NY,11365,0,0,11365,"Hillcrest, Pomonok",Queens,SEOLAK FRUIT&VEGETABLE LTD
670393,JAC   ,1BOSSRK MINI MART INC            ,95-13,JAMAICA AVENUE             ,WOODHAVEN         ,NY,11421,0,0,11421,Woodhaven,Queens,1BOSSRK MINI MART INC
714979,JAC   ,J & J PRIME MEATS INC            ,190-21,UNION TPIKE               ,FRESH MEADOWS     ,NY,11366,0,0,11366,"Fresh Meadows, Hillcrest",Queens,J & J PRIME MEATS INC
670537,JAC   ,LUCKY III DELI INC               ,207-22,HOLLIS AVE                ,QUEENS VILLAGE    ,NY,11429,0,0,11429,"Bellaire, Queens Village",Queens,LUCKY III DELI INC
638497,JAC   ,ACOSTA ELADIO M                  ,102-01,44TH AVE                  ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,ACOSTA ELADIO M
638499,JAC   ,GUADALUPANA MEXICANA GROCERY INC ,86-30,85TH ST                    ,WOODHAVEN         ,NY,11421,0,0,11421,Woodhaven,Queens,GUADALUPANA MEXICANA GROCERY INC
670538,JAC   ,ELITE OIL CORP                   ,181-08,HORACE HARDING EXPWY      ,FRESH MEADOWS     ,NY,11365,0,0,11365,"Hillcrest, Pomonok",Queens,ELITE OIL CORP
670546,JAC   ,CALVINS MEAT MALL CORP           ,226-11,MERRICK BLVD              ,SPRINGFIELD GARDEN,NY,11413,0,0,11413,"Laurelton, Springfield Gardens",Queens,CALVINS MEAT MALL CORP
638501,JAC   ,KEFIREK DELI INC                 ,66-78,FRESHPOND RD               ,RIDGEWOOD         ,NY,11385,0,0,11385,"Fresh Pond, Glendale, Ridgewood",Queens,KEFIREK DELI INC
714898,JAC   ,ATMIKHA INC                      ,81-15,LEFFERTS BLVD              ,KEW GARDENS       ,NY,11415,0,0,11415,Kew Gardens,Queens,ATMIKHA INC
670377,JAC   ,XPRESS DELI & GROCERY INC        ,41-20,DITMARS BLVD               ,ASTORIA           ,NY,11105,0,0,11105,Astoria,Queens,XPRESS DELI & GROCERY INC
670528,JAC   ,GNP89 CORP                       ,91-02,104TH ST                   ,RICHMOND HILL     ,NY,11418,0,0,11418,"Kew Gardens, Richmond Hill",Queens,GNP89 CORP
670374,JAC   ,ANVI DELI&GROCERY INC            ,63-01,DRY HARBOR RD              ,MIDDLE VILLAGE    ,NY,11379,0,0,11379,Middle Village,Queens,ANVI DELI&GROCERY INC
670554,A     ,SUPER DEAL STORES INC            ,253-01,ROCKAWAY BLVD             ,ROSEDALE          ,NY,11422,0,0,11422,"Meadowmere, Rosedale",Queens,SUPER DEAL STORES INC
714952,A     ,LUCKY STORE GROCERY INC          ,92-58,QUEENS BLVD                ,REGO PARK         ,NY,11374,0,0,11374,Rego Park,Queens,LUCKY STORE GROCERY INC
714928,JAC   ,BAISLEY 786 AUTO SERVICE CENTER I,161-51,BAISLEY BLVD              ,JAMAICA           ,NY,11434,0,0,11434,"Rochdale Village, South Jamaica",Queens,BAISLEY 786 AUTO SERVICE CENTER I
670560,JABCH ,NEW ASIAN FOOD PRODUCTS NY CORP  ,140-13,CHERRY AVE                ,FLUSHING          ,NY,11355,0,0,11355,"Flushing, Queensboro Hill",Queens,NEW ASIAN FOOD PRODUCTS NY CORP
714947,A     ,NEW TOWN MARKET INC              ,91-24,CORONA AVE                 ,ELMHURST          ,NY,11373,0,0,11373,Elmhurst,Queens,NEW TOWN MARKET INC
670561,JAC   ,OTTOS DELI LLC                   ,63-18,WOODHAVEN BLVD             ,REGO PARK         ,NY,11374,0,0,11374,Rego Park,Queens,OTTOS DELI LLC
714917,JAC   ,ONOFRIO TODARO                   ,66-56,MYRTLE AVE                 ,RIDGEWOOD         ,NY,11385,0,0,11385,"Fresh Pond, Glendale, Ridgewood",Queens,ONOFRIO TODARO
670718,JAC   ,COOPER DELI & GROCERY CORP       ,64-55,COOPER AVE                 ,GLENDALE          ,NY,11385,0,0,11385,"Fresh Pond, Glendale, Ridgewood",Queens,COOPER DELI & GROCERY CORP
714967,JAC   ,A&J SUPERETTE DELI & GROCERY INC ,204-19,HOLLIS AVE                ,SAINT ALBANS      ,NY,11412,0,0,11412,Saint Albans,Queens,A&J SUPERETTE DELI & GROCERY INC
670409,JAC   ,QUEENS NATURAL MEATS INC         ,159-15,HORACE HARDING EXPWY    ,FRESH MEADOWS     ,NY,11365,0,0,11365,"Hillcrest, Pomonok",Queens,QUEENS NATURAL MEATS INC
715153,JAC   ,TOP CHOICE NY INC                ,97-01,SUTPHIN BLVD               ,JAMAICA           ,NY,11435,0,0,11435,"Briarwood, South Jamaica",Queens,TOP CHOICE NY INC
715145,JAC   ,ANMOL FOOD MART INC              ,163-02,LINDEN BLVD               ,JAMAICA           ,NY,11434,0,0,11434,"Rochdale Village, South Jamaica",Queens,ANMOL FOOD MART INC
670442,A     ,HANUMAN CONVENIENCE INC          ,44-08,31ST AVE                   ,ASTORIA           ,NY,11103,0,0,11103,Astoria,Queens,HANUMAN CONVENIENCE INC
638469,JAC   ,JCSK USA CORP                    ,57-01,MAIN ST                    ,FLUSHING          ,NY,11355,0,0,11355,"Flushing, Queensboro Hill",Queens,JCSK USA CORP
670441,JABHK ,ARON BAKERY INC                  ,71-72,YELLOWSTONE BLVD           ,FOREST HILLS      ,NY,11375,0,0,11375,"Forest Hills, Forest Hills Gardens",Queens,ARON BAKERY INC
670455,JAC   ,TRENTON HALAL MEAT INC           ,74-12,37TH RD                    ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,TRENTON HALAL MEAT INC
638472,JAC   ,MANGO RICO INC                   ,40-35,82ND ST                    ,ELMHURST          ,NY,11373,0,0,11373,Elmhurst,Queens,MANGO RICO INC
715118,JAC   ,CANDY SHOP (USA) INC             ,37-14,MAIN ST                    ,FLUSHING          ,NY,11354,0,0,11354,"Flushing, Linden Hill",Queens,CANDY SHOP (USA) INC
670484,JAC   ,NEW DELI & GROCERY CORP          ,48-02,108TH ST                   ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,NEW DELI & GROCERY CORP
714997,JAC   ,ELDERT LANE GRILL CORP           ,93-35,ELDERT LANE                ,WOODHAVEN         ,NY,11421,0,0,11421,Woodhaven,Queens,ELDERT LANE GRILL CORP
670411,JAC   ,HAQ EHITSHAM                     ,97-07,QUEENS BLVD          ,REGO PARK         ,NY,11374,0,0,11374,Rego Park,Queens,HAQ EHITSHAM
670395,A     ,NUTRI-LIFE NUTRITIONAL CENTER II ,95-43,ROOSEVELT AVE              ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,NUTRI-LIFE NUTRITIONAL CENTER II
670408,A     ,GINSENG EMPIRE INC               ,42-11,MAIN ST                    ,FLUSHING          ,NY,11355,0,0,11355,"Flushing, Queensboro Hill",Queens,GINSENG EMPIRE INC
715037,JAC   ,THATARY BAZAR INC                ,54-03,NORTHERN BLVD              ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,THATARY BAZAR INC
638479,JAC   ,S&K GREEN GROCERIES INC          ,113-18,LIBERTY AVE               ,RICHMOND HILL     ,NY,11419,0,0,11419,"Kew Gardens, Richmond Hill",Queens,S&K GREEN GROCERIES INC
715035,JAC   ,E&E SOPHIA FARMS CORP            ,60-08,FRESH POND RD              ,MASPETH           ,NY,11378,0,0,11378,Maspeth,Queens,E&E SOPHIA FARMS CORP
715034,JABC  ,BABKA BAKERS INC                 ,60-45,MASPETH AVE                ,MASPETH           ,NY,11378,0,0,11378,Maspeth,Queens,BABKA BAKERS INC
670521,JAC   ,12JE FRUIT&VEGETABLES INC        ,162-02,NORTHERN BLVD             ,FLUSHING          ,NY,11358,0,0,11358,"Murray Hill, Auburndale",Queens,12JE FRUIT&VEGETABLES INC
670527,JAC   ,STAMMTISCH PORK STORE INC        ,69-40,MYRTLE AVE                 ,RIDGEWOOD         ,NY,11385,0,0,11385,"Fresh Pond, Glendale, Ridgewood",Queens,STAMMTISCH PORK STORE INC
670398,JAC   ,WOODSIDE MINI MARKET CORP        ,47-62,47TH STREET                ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,WOODSIDE MINI MARKET CORP
715009,JAC   ,BIG SIX DELI & GRILL INC         ,60-16,QUEENS BLVD                ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,BIG SIX DELI & GRILL INC
670354,JAC   ,IVARONE BROTHERS OF MASPETH INC  ,69-00,GRAND AVE                  ,MASPETH           ,NY,11378,0,0,11378,Maspeth,Queens,IVARONE BROTHERS OF MASPETH INC
714676,JAC   ,HSA GRILL AND GROCERY INC        ,122-03,SUTPHIN BLVD              ,JAMAICA           ,NY,11434,0,0,11434,"Rochdale Village, South Jamaica",Queens,HSA GRILL AND GROCERY INC
638547,JAC   ,JAY DELI GROCERY CORP            ,54-16,FLUSHING AVE               ,MASPETH           ,NY,11378,0,0,11378,Maspeth,Queens,JAY DELI GROCERY CORP
714712,JAC   ,ANGELS BAKERY & DELI INC         ,96-15,METROPOLITAN AVE           ,FOREST HILLS      ,NY,11375,0,0,11375,"Forest Hills, Forest Hills Gardens",Queens,ANGELS BAKERY & DELI INC
638549,A     ,FOLLY FOLLY-GAH                  ,160-02,HILLSIDE AVE              ,JAMAICA           ,NY,11432,0,0,11432,"Jamaica Estates, Jamaica Hills",Queens,FOLLY FOLLY-GAH
670308,JAC   ,A&J MARKET INC                   ,59-59,69TH ST                    ,MASPETH           ,NY,11378,0,0,11378,Maspeth,Queens,A&J MARKET INC
714703,JAC   ,HP 42ND FRUIT STORE INC          ,42-06,43RD AVE                   ,SUNNYSIDE         ,NY,11104,0,0,11104,Sunnyside,Queens,HP 42ND FRUIT STORE INC
638551,JAC   ,NORTHERN ONE STOP CONVENIENCE INC,152-09,NORTHERN BLVD             ,FLUSHING          ,NY,11354,0,0,11354,"Flushing, Linden Hill",Queens,NORTHERN ONE STOP CONVENIENCE INC
670695,JAC   ,SHANVI CONVENIENCE & GROCERY INC ,111-09,QUEENS BLVD               ,FOREST HILLS      ,NY,11375,0,0,11375,"Forest Hills, Forest Hills Gardens",Queens,SHANVI CONVENIENCE & GROCERY INC
714697,JAC   ,ANJALI DELI GROCERY CORP         ,103-01,ASTORIA BLVD              ,EAST ELMHURST     ,NY,11369,0,0,11369,East Elmhurst,Queens,ANJALI DELI GROCERY CORP
670586,JAC   ,AL-HALIMI AHMED A                ,89-20,SUTTER AVE                 ,OZONE PARK        ,NY,11417,0,0,11417,"Ozone Park, Tudor Village",Queens,AL-HALIMI AHMED A
670298,JAC   ,AMF GOURMET INC                  ,97-48,63RD RD                    ,REGO PARK         ,NY,11374,0,0,11374,Rego Park,Queens,AMF GOURMET INC
714732,A     ,NAWAZ NEWS LLC                   ,80-64,LEFFERTS BLVD              ,KEW GARDENS       ,NY,11415,0,0,11415,Kew Gardens,Queens,NAWAZ NEWS LLC
670698,A     ,RATNAM ENTERPRISE INC            ,111-09,101ST AVE                 ,SOUTH RICHMOND HIL,NY,11419,0,0,11419,"Kew Gardens, Richmond Hill",Queens,RATNAM ENTERPRISE INC
670291,JAC   ,DUANE READE ET AL PTRS           ,136-02,ROOSEVELT AVE     ,FLUSHING          ,NY,11354,0,0,11354,"Flushing, Linden Hill",Queens,DUANE READE ET AL PTRS
714641,JAC   ,FINE GOURMET DELI CORP           ,90-48,SUTPHIN BLVD               ,JAMAICA           ,NY,11435,0,0,11435,"Briarwood, South Jamaica",Queens,FINE GOURMET DELI CORP
670289,JAC   ,FOREVER YOUNGS FRT&VEGETABLE CORP,21-03,45TH AVE                   ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,FOREVER YOUNGS FRT&VEGETABLE CORP
714631,JAC   ,AL-NOOR HALAL MEAT INC           ,35-62,73RD ST                    ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,AL-NOOR HALAL MEAT INC
632680,JAC   ,ALI S MOHAMMED                   ,29-11,36TH AVE                   ,ASTORIA           ,NY,11106,0,0,11106,Ravenswood (Astoria),Queens,ALI S MOHAMMED
638646,JAC   ,TAWA FOOD CORP                   ,37-38,72ND ST                    ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,TAWA FOOD CORP
670630,JAC   ,JKS EUROPEAN STYLE MEAT INC      ,136-20,ROOSEVELT AVE  IFL #12,FLUSHING          ,NY,11354,0,0,11354,"Flushing, Linden Hill",Queens,JKS EUROPEAN STYLE MEAT INC
714891,JAC   ,HASSAN ZEYAD                     ,109-14,MERRICK BLVD              ,JAMAICA           ,NY,11433,0,0,11433,South Jamaica,Queens,HASSAN ZEYAD
670597,JABCH ,SK SWEETS INC                    ,130-18,ROCKAWAY BLVD       ,SOUTH OZONE PARK  ,NY,11420,0,0,11420,South Ozone Park,Queens,SK SWEETS INC
670350,JAC   ,66-16 MEAT&PRODUCE INC           ,66,BEACH CHANNEL DR              ,ARVERNE           ,NY,11692,0,0,11692,Arverne (Far Rockaway),Queens,66-16 MEAT&PRODUCE INC
714876,JAC   ,R & L DELI INC                   ,19-Aug,COLLEGE POINT BLVD          ,COLLEGE POINT     ,NY,11356,0,0,11356,College Point,Queens,R & L DELI INC
670599,JAC   ,ALAABELI ABDO H M                ,102-20,101ST AVE                 ,OZONE PARK        ,NY,11416,0,0,11416,Ozone Park,Queens,ALAABELI ABDO H M
714851,JAC   ,ROOSEVELT MEAT CORP              ,59-07,ROOSEVELT AVE              ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,ROOSEVELT MEAT CORP
670611,JAC   ,FUJI FOOD PRODUCTS INC           ,137-05,20TH AVE      ,COLLEGE POINT     ,NY,11356,0,0,11356,College Point,Queens,FUJI FOOD PRODUCTS INC
714837,JAC   ,DILONE GROCERY & DELI CORP       ,109-59,LEFFERTS BLVD             ,SOUTH OZONE PARK  ,NY,11420,0,0,11420,South Ozone Park,Queens,DILONE GROCERY & DELI CORP
670318,JAC   ,ALEXANDRIAS DELI OF NY CORP      ,28-13,STEINWAY ST                ,ASTORIA           ,NY,11103,0,0,11103,Astoria,Queens,ALEXANDRIAS DELI OF NY CORP
670334,JAC   ,PLAZA EXPRESS DELI INC           ,27-02,QUEENS PLAZA SOUTH         ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,PLAZA EXPRESS DELI INC
638543,JAC   ,NORDOMI DELI CORP                ,145-19,JAMAICA AVE               ,JAMAICA           ,NY,11435,0,0,11435,"Briarwood, South Jamaica",Queens,NORDOMI DELI CORP
670643,A     ,HAVEN 99 CENTS STORE LLC         ,91-07,JAMAICA AVE                ,WOODHAVEN         ,NY,11421,0,0,11421,Woodhaven,Queens,HAVEN 99 CENTS STORE LLC
638538,JAC   ,JEEWANI INC                      ,30-21,30TH AVE                   ,ASTORIA           ,NY,11102,0,0,11102,Astoria,Queens,JEEWANI INC
714757,JAC   ,FAHMAN FAMOUS DELI INC           ,163-10,89TH AVE                  ,JAMAICA           ,NY,11432,0,0,11432,"Jamaica Estates, Jamaica Hills",Queens,FAHMAN FAMOUS DELI INC
670656,JAC   ,LA DUENA MEXICAN DELI II INC     ,103-22,NORTHERN BLVD             ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,LA DUENA MEXICAN DELI II INC
714755,JAC   ,METRO GROCERY INC                ,117-01,HILLSIDE AVE              ,RICHMOND HILL     ,NY,11418,0,0,11418,"Kew Gardens, Richmond Hill",Queens,METRO GROCERY INC
714738,JAC   ,J CITY SUPERMARKET INC           ,148-05,JAMAICA AVE               ,JAMAICA           ,NY,11435,0,0,11435,"Briarwood, South Jamaica",Queens,J CITY SUPERMARKET INC
670321,JAC   ,63 SUPER MART INC                ,95-07,63RD DR                    ,REGO PARK         ,NY,11374,0,0,11374,Rego Park,Queens,63 SUPER MART INC
670286,JAC   ,WHOLESALE GULLUOGLU LLC          ,30-92,31ST ST                    ,ASTORIA           ,NY,11102,0,0,11102,Astoria,Queens,WHOLESALE GULLUOGLU LLC
714826,JAC   ,TERRENAS GROCERY CORP            ,125-06,111TH AVE                 ,SOUTH OZONE PARK  ,NY,11420,0,0,11420,South Ozone Park,Queens,TERRENAS GROCERY CORP
638775,JAC   ,WHOLESOME FOODS INC              ,67-05,AUSTIN ST                  ,FOREST HILLS      ,NY,11375,0,0,11375,"Forest Hills, Forest Hills Gardens",Queens,WHOLESOME FOODS INC
638754,JAC   ,NORDOMI #2 DELI CORP             ,139-01,89TH AVE                  ,JAMAICA           ,NY,11435,0,0,11435,"Briarwood, South Jamaica",Queens,NORDOMI #2 DELI CORP
713366,JAC   ,SUPER M 1 CORP                   ,83-01,NORTHERN BLVD              ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,SUPER M 1 CORP
638758,JAC   ,29-29 SNACK SHOP INC             ,29-29,23RD AVE                   ,ASTORIA           ,NY,11105,0,0,11105,Astoria,Queens,29-29 SNACK SHOP INC
671303,JACD  ,PURVI ENTERPRISE INC             ,55-56,44TH ST              ,MASPETH           ,NY,11378,0,0,11378,Maspeth,Queens,PURVI ENTERPRISE INC
671306,A     ,ROBIN GROCERY & NEWS INC         ,63-37,39TH AVE                   ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,ROBIN GROCERY & NEWS INC
671309,JACH  ,LAKSHMI FOOD NYC CORP            ,240-25,BRADDOCK AVE      ,BELLEROSE         ,NY,11426,0,0,11426,Bellerose,Queens,LAKSHMI FOOD NYC CORP
638766,JAC   ,E-Z STATION INC                  ,40-40,CRESCENT ST                ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,E-Z STATION INC
639868,A     ,ZH FA FA INC                     ,35-10,JUNCTION BLVD              ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,ZH FA FA INC
638772,JAC   ,PARROT COFFEE INC                ,31-12,DITMARS BLVD               ,ASTORIA           ,NY,11105,0,0,11105,Astoria,Queens,PARROT COFFEE INC
671324,JAC   ,SHREE GANESH FOOD MARKET INC     ,169-05,26TH AVE                  ,FLUSHING          ,NY,11358,0,0,11358,"Murray Hill, Auburndale",Queens,SHREE GANESH FOOD MARKET INC
713233,JAC   ,109 DAY & NIGHT GROCERY CORP     ,108-20,JAMAICA AVE               ,RICHMOND HILL     ,NY,11418,0,0,11418,"Kew Gardens, Richmond Hill",Queens,109 DAY & NIGHT GROCERY CORP
639873,A     ,107 GUY CANDY GROCERY INC        ,107-43,GUY R BREWER BLVD         ,JAMAICA           ,NY,11433,0,0,11433,South Jamaica,Queens,107 GUY CANDY GROCERY INC
713221,JAC   ,SAIED ALI                        ,65-25,QUEENS BLVD                ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,SAIED ALI
671330,JAC   ,SAM NEW YORK INC                 ,31-18,36TH AVE                   ,ASTORIA           ,NY,11106,0,0,11106,Ravenswood (Astoria),Queens,SAM NEW YORK INC
671334,JAC   ,57 FOOD MARKET CORP              ,57-25,SHORE FRONT PKWY           ,ARVERNE           ,NY,11692,0,0,11692,Arverne (Far Rockaway),Queens,57 FOOD MARKET CORP
671336,JAC   ,NASSER ZAID N                    ,89-95,217TH ST                   ,QUEENS VILLAGE    ,NY,11427,0,0,11427,"Bellaire, Hollis Hills, Queens Village",Queens,NASSER ZAID N
671344,JAC   ,NEW YORK DELI&GROCERY INC        ,76-01,ROOSEVELT AVE              ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,NEW YORK DELI&GROCERY INC
713528,JAC   ,7-ELEVEN INC                     ,79-37,METROPOLITAN AVE     ,MIDDLE VILLAGE    ,NY,11379,0,0,11379,Middle Village,Queens,7-ELEVEN INC
638770,JAC   ,DIAZ GROCERY OF NY INC           ,114-07,JAMAICA AVE               ,RICHMOND HILL     ,NY,11418,0,0,11418,"Kew Gardens, Richmond Hill",Queens,DIAZ GROCERY OF NY INC
713406,JAC   ,D & C SUTPHIN CORP               ,115-34,SUTPHIN BLVD              ,JAMAICA           ,NY,11434,0,0,11434,"Rochdale Village, South Jamaica",Queens,D & C SUTPHIN CORP
639900,JAC   ,J&J SUPER STAR DELI INC          ,62-49,WOODHAVEN BLVD             ,REGO PARK         ,NY,11374,0,0,11374,Rego Park,Queens,J&J SUPER STAR DELI INC
671227,A     ,YU HUA TRADING INC               ,38-09,MAIN ST                    ,FLUSHING          ,NY,11354,0,0,11354,"Flushing, Linden Hill",Queens,YU HUA TRADING INC
638741,A     ,HOME PLUS MERCHANDISE CORP       ,31-85,WHITESTONE EXP             ,FLUSHING          ,NY,11354,0,0,11354,"Flushing, Linden Hill",Queens,HOME PLUS MERCHANDISE CORP
713500,A     ,KIDS STORE INC                   ,104-24,CORONA AVE                ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,KIDS STORE INC
639899,JAC   ,SINGH FARM CORP                  ,117-05,101ST AVE                 ,RICHMOND HILL     ,NY,11419,0,0,11419,"Kew Gardens, Richmond Hill",Queens,SINGH FARM CORP
639897,JABCK ,YOSSIF KOSHER BAKERY II INC      ,64-17,108TH ST                   ,FOREST HILLS      ,NY,11375,0,0,11375,"Forest Hills, Forest Hills Gardens",Queens,YOSSIF KOSHER BAKERY II INC
713444,JAC   ,TIENDA GUATEMALTECA LA BENDICION ,159-03,HILLSIDE AVE STORE 2      ,JAMAICA           ,NY,11432,0,0,11432,"Jamaica Estates, Jamaica Hills",Queens,TIENDA GUATEMALTECA LA BENDICION
638744,JAC   ,NEW WONG CORP                    ,75-06,JAMAICA AVE                ,WOODHAVEN         ,NY,11421,0,0,11421,Woodhaven,Queens,NEW WONG CORP
671282,A     ,JEWEL OF FLUSHING RX INC         ,70-35,PARSONS BLVD               ,FRESH MEADOWS     ,NY,11365,0,0,11365,"Hillcrest, Pomonok",Queens,JEWEL OF FLUSHING RX INC
639061,JAC   ,NAMS VILLAGE FARM CORP           ,74-12,METROPOLITAN AVE           ,MIDDLE VILLAGE    ,NY,11379,0,0,11379,Middle Village,Queens,NAMS VILLAGE FARM CORP
638752,JAC   ,NOKIB INC                        ,166-11,HILLSIDE AVE              ,JAMAICA           ,NY,11432,0,0,11432,"Jamaica Estates, Jamaica Hills",Queens,NOKIB INC
711512,JAC   ,PIN DELI & GROCERY CORP          ,91-01,80TH ST                    ,WOODHAVEN         ,NY,11421,0,0,11421,Woodhaven,Queens,PIN DELI & GROCERY CORP
671254,JAC   ,MOS CONVENIENCE INC              ,67-30,METROPOLITAN AVE           ,MIDDLE VILLAGE    ,NY,11379,0,0,11379,Middle Village,Queens,MOS CONVENIENCE INC
671255,JAC   ,JM DELI&GROCERY CORP             ,73-01,88TH ST                    ,RIDGEWOOD         ,NY,11385,0,0,11385,"Fresh Pond, Glendale, Ridgewood",Queens,JM DELI&GROCERY CORP
639894,JAC   ,DREAM LAND DELI AND GROCERY INC  ,104-02,LIBERTY AVE               ,OZONE PARK        ,NY,11417,0,0,11417,"Ozone Park, Tudor Village",Queens,DREAM LAND DELI AND GROCERY INC
638748,JAC   ,86-02 MEAT&PRODUCE INC           ,86-02,NORTHERN BLVD              ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,86-02 MEAT&PRODUCE INC
639891,A     ,REGO PARK DAIRY FARM INC         ,96-22,QUEENS BLVD                ,REGO PARK         ,NY,11374,0,0,11374,Rego Park,Queens,REGO PARK DAIRY FARM INC
639890,A     ,GANPATI TRADING INC              ,116-18,QUEENS BLVD               ,FOREST HILL       ,NY,11375,0,0,11375,"Forest Hills, Forest Hills Gardens",Queens,GANPATI TRADING INC
713382,JAC   ,KISSENA BLVD DELI & GROCERY INC  ,44-47,KISSENA BLVD               ,FLUSHING          ,NY,11355,0,0,11355,"Flushing, Queensboro Hill",Queens,KISSENA BLVD DELI & GROCERY INC
671277,A     ,REO CHEMISTS INC                 ,81-12,LEFFERTS BLVD              ,KEW GARDENS       ,NY,11415,0,0,11415,Kew Gardens,Queens,REO CHEMISTS INC
